"somContent","stratum","geoStrata","predictedSOM","x","y"
7.43384706831734,3,16,7.06280765248476,259435.1094,587157.1875
6.78585395775611,3,16,7.24430988575392,259413.1094,587159.1875
7.81383307311813,3,16,7.2290844294592,259415.1094,587159.1875
7.54892452492921,3,16,7.21335704042098,259417.1094,587159.1875
7.57329067115905,3,16,7.19724624876559,259419.1094,587159.1875
6.73339707191209,3,16,7.18088869655646,259421.1094,587159.1875
7.47246431268987,3,16,7.16443704107059,259423.1094,587159.1875
7.64608107693003,3,16,7.14805456340572,259425.1094,587159.1875
8.13180997065637,3,16,7.13190868501422,259427.1094,587159.1875
6.73706120240562,3,16,7.11616540040137,259429.1094,587159.1875
7.5687117949409,3,16,7.10098558385128,259431.1094,587159.1875
8.26599340652715,3,16,7.08652315007313,259433.1094,587159.1875
7.94429500078705,3,16,7.07292456992372,259435.1094,587159.1875
6.37705453454678,3,16,7.28577083964322,259411.1094,587161.1875
6.57099997310165,3,16,7.27009418783314,259413.1094,587161.1875
6.85959467751645,3,16,7.2537463111188,259415.1094,587161.1875
7.82924634138422,3,16,7.23682194290085,259417.1094,587161.1875
7.28850425220361,3,16,7.21943868365288,259419.1094,587161.1875
7.16133664197581,3,16,7.20174118396931,259421.1094,587161.1875
7.57902514344924,3,16,7.18389729204949,259423.1094,587161.1875
7.41290832061622,3,16,7.16608844139294,259425.1094,587161.1875
7.58238590011423,3,16,7.14849906928504,259427.1094,587161.1875
8.35710568501982,3,16,7.13130870845599,259429.1094,587161.1875
8.01811943162878,3,16,7.11468776393393,259431.1094,587161.1875
8.62850734738373,3,16,7.0987962142252,259433.1094,587161.1875
8.61938752311006,3,16,7.08378402034455,259435.1094,587161.1875
6.31054136036906,3,16,7.3443620997475,259407.1094,587163.1875
6.78352118532935,3,16,7.32930910826318,259409.1094,587163.1875
6.41826715601395,3,16,7.31338722835454,259411.1094,587163.1875
6.40163886891679,3,16,7.29666177521908,259413.1094,587163.1875
6.82901939895256,3,16,7.27919542254679,259415.1094,587163.1875
7.23299879679519,3,16,7.26106637106734,259417.1094,587163.1875
6.76795274807985,3,16,7.24238732368756,259419.1094,587163.1875
7.43314883474308,3,16,7.22331402333688,259421.1094,587163.1875
7.52907586199341,3,16,7.2040373547256,259423.1094,587163.1875
7.96336576694809,3,16,7.18476495241985,259425.1094,587163.1875
8.13518142421048,3,16,7.1657034874771,259427.1094,587163.1875
8.03987732741542,3,16,7.14704800189983,259429.1094,587163.1875
7.81254944602454,3,16,7.1289781701113,259431.1094,587163.1875
8.14087751460745,3,16,7.11165870499402,259433.1094,587163.1875
6.07510865585435,3,44,7.4036593556015,259403.1094,587165.1875
5.93125166173811,3,44,7.3896132780088,259405.1094,587165.1875
6.18004691331134,3,16,7.37452472031519,259407.1094,587165.1875
6.17266228620394,3,16,7.35849460840846,259409.1094,587165.1875
6.28805745039127,3,16,7.3415869411868,259411.1094,587165.1875
6.89828225689064,3,16,7.3238365775481,259413.1094,587165.1875
6.8062285506301,3,16,7.30527286346603,259415.1094,587165.1875
7.15968297550745,3,16,7.28594094516238,259417.1094,587165.1875
6.51131665061367,3,16,7.26594065468793,259419.1094,587165.1875
7.60587765021977,3,16,7.2454456720135,259421.1094,587165.1875
7.24266244148459,3,16,7.22468533863108,259423.1094,587165.1875
7.39820970591304,3,16,7.203906703129,259425.1094,587165.1875
7.62672325699662,3,16,7.1833448806329,259427.1094,587165.1875
7.39518280462577,3,16,7.16321096596683,259429.1094,587165.1875
7.97755865667049,3,16,7.14369172692562,259431.1094,587165.1875
8.39177635830975,3,16,7.12495378268584,259433.1094,587165.1875
6.76560088173369,3,44,7.46262951223739,259399.1094,587167.1875
6.72963017242906,3,44,7.45008235355734,259401.1094,587167.1875
5.94963800921282,3,44,7.43619728772158,259403.1094,587167.1875
6.43565875060739,3,44,7.42113744256797,259405.1094,587167.1875
6.31162128248239,3,44,7.40504299999368,259407.1094,587167.1875
6.27664334467845,3,16,7.38802314260024,259409.1094,587167.1875
6.25629739252839,3,16,7.37014596035776,259411.1094,587167.1875
6.62550931075657,3,16,7.35141905585409,259413.1094,587167.1875
7.36457457420535,3,16,7.33180803375736,259415.1094,587167.1875
7.10408472101725,3,16,7.3112912796509,259417.1094,587167.1875
7.48802846436905,3,16,7.28993750437536,259419.1094,587167.1875
7.63038203184661,3,16,7.26795521172487,259421.1094,587167.1875
6.89263797765132,3,16,7.2456445477884,259423.1094,587167.1875
7.19176511418243,3,16,7.22331253925695,259425.1094,587167.1875
8.1041857762664,3,16,7.2012271579825,259427.1094,587167.1875
7.24633332524961,3,16,7.17961172960005,259429.1094,587167.1875
7.97898748825531,3,16,7.15865452747282,259431.1094,587167.1875
8.49934966798603,3,16,7.13851935132509,259433.1094,587167.1875
6.92678218777393,3,44,7.51987973423969,259395.1094,587169.1875
6.98385644424773,3,44,7.50959105097217,259397.1094,587169.1875
6.4584527839823,3,44,7.49752432616191,259399.1094,587169.1875
7.16921061851242,3,44,7.48390040127711,259401.1094,587169.1875
5.98710954621532,3,44,7.46892556698154,259403.1094,587169.1875
6.16243881144564,3,44,7.45278623026287,259405.1094,587169.1875
6.55550638076667,3,44,7.43564310474427,259407.1094,587169.1875
6.39925458557516,3,16,7.41762213962947,259409.1094,587169.1875
5.82046029577346,3,16,7.39879815092099,259411.1094,587169.1875
6.82238369443139,3,16,7.37916749178259,259413.1094,587169.1875
6.73933221764801,3,16,7.35861034512194,259415.1094,587169.1875
7.45509375255022,3,16,7.33695828972551,259417.1094,587169.1875
7.35420859650309,3,16,7.3141989697069,259419.1094,587169.1875
6.83996692485005,3,16,7.2906240989351,259421.1094,587169.1875
7.5500210237893,3,16,7.26667641818994,259423.1094,587169.1875
8.01651244872897,3,16,7.24274763602873,259425.1094,587169.1875
7.87621977276245,3,16,7.21913166044494,259427.1094,587169.1875
7.48519433487136,3,16,7.19605105701077,259429.1094,587169.1875
8.49481067376492,3,16,7.17368567491822,259431.1094,587169.1875
7.5152694492371,3,44,7.57335764118909,259391.1094,587171.1875
7.00560221826116,3,44,7.56645356575272,259393.1094,587171.1875
6.92074100237416,3,44,7.55716829875733,259395.1094,587171.1875
7.18209802730188,3,44,7.54577653938017,259397.1094,587171.1875
7.16625072288508,3,44,7.53254744232594,259399.1094,587171.1875
6.63786846206759,3,44,7.51773507918252,259401.1094,587171.1875
6.25764533101993,3,44,7.50157315594641,259403.1094,587171.1875
7.11667446490042,3,44,7.48427211791425,259405.1094,587171.1875
6.27178231686134,3,44,7.46601635505028,259407.1094,587171.1875
5.56843848599488,3,44,7.44695809868422,259409.1094,587171.1875
6.53175969001906,3,16,7.42720100251642,259411.1094,587171.1875
6.55200327950191,3,16,7.40675641794901,259413.1094,587171.1875
7.02634263329555,3,16,7.38544048829138,259415.1094,587171.1875
6.93240617763077,3,16,7.36277876032243,259417.1094,587171.1875
7.13535234868033,3,16,7.33849982909817,259419.1094,587171.1875
7.22793240318719,3,16,7.31315083878467,259421.1094,587171.1875
7.70861219869274,3,16,7.28747277477024,259423.1094,587171.1875
7.74933169461925,3,16,7.26193474981586,259425.1094,587171.1875
7.77135002900944,3,16,7.23681825175863,259427.1094,587171.1875
7.71797999317621,3,16,7.21232079498248,259429.1094,587171.1875
8.01069734408528,3,16,7.18860213182999,259431.1094,587171.1875
8.00371562984965,3,44,7.61998979334482,259387.1094,587173.1875
7.71136886892393,3,44,7.61807499796313,259389.1094,587173.1875
7.64173841887957,3,44,7.61299863195804,259391.1094,587173.1875
7.24894442563257,3,44,7.60506642519861,259393.1094,587173.1875
7.22290077150467,3,44,7.59461021412799,259395.1094,587173.1875
6.8275721196246,3,44,7.58196096906635,259397.1094,587173.1875
6.78770807042418,3,44,7.56743181665665,259399.1094,587173.1875
6.69102317874577,3,44,7.55130966020186,259401.1094,587173.1875
6.59268280188357,3,44,7.53385276186231,259403.1094,587173.1875
7.45006386482705,3,44,7.51529164665048,259405.1094,587173.1875
6.6130556728591,3,44,7.4958310705386,259407.1094,587173.1875
7.09402325636752,3,44,7.47565075475237,259409.1094,587173.1875
6.37308781207803,3,37,7.45490054418741,259411.1094,587173.1875
6.51269340419035,3,16,7.43367436453587,259413.1094,587173.1875
7.53526929590541,3,16,7.41187914394359,259415.1094,587173.1875
7.4295030821674,3,16,7.3885862343167,259417.1094,587173.1875
8.30258906977907,3,16,7.36243574634936,259419.1094,587173.1875
7.61762160112571,3,16,7.33504851216781,259421.1094,587173.1875
7.20815078545113,3,16,7.30763049899803,259423.1094,587173.1875
8.4160786723479,3,16,7.28056084957182,259425.1094,587173.1875
8.25340808021788,3,16,7.25403834005614,259427.1094,587173.1875
7.37007715274011,3,16,7.22821535871061,259429.1094,587173.1875
8.21763233940775,3,16,7.20322733321589,259431.1094,587173.1875
8.78572470882003,3,44,7.65527101144971,259383.1094,587175.1875
8.66720209898732,3,44,7.66047023608962,259385.1094,587175.1875
8.3529079576386,3,44,7.66164751802383,259387.1094,587175.1875
7.14997354270288,3,44,7.65901723951411,259389.1094,587175.1875
6.80326382692281,3,44,7.65291733317961,259391.1094,587175.1875
7.4213221591702,3,44,7.64375015302495,259393.1094,587175.1875
7.13721209145486,3,44,7.63193159330702,259395.1094,587175.1875
7.15731264787652,3,44,7.61785718039324,259397.1094,587175.1875
7.0447406912619,3,44,7.60188494893505,259399.1094,587175.1875
6.29834058088139,3,44,7.58433054870665,259401.1094,587175.1875
6.60276702941183,3,44,7.56546949452917,259403.1094,587175.1875
7.50970960187327,3,44,7.54554268365049,259405.1094,587175.1875
6.54309186224704,3,44,7.52476278422675,259407.1094,587175.1875
6.87214465166617,3,44,7.50332024384189,259409.1094,587175.1875
7.67994111901799,3,37,7.48138839141469,259411.1094,587175.1875
6.87169209851508,3,37,7.45912750637503,259413.1094,587175.1875
7.27943837071782,3,37,7.43668792404461,259415.1094,587175.1875
7.42890011991188,3,37,7.42890011991188,259417.1094,587175.1875
7.82039210965456,3,16,7.38477840400784,259419.1094,587175.1875
7.33949458376999,3,16,7.35556204272395,259421.1094,587175.1875
7.15009883304062,3,16,7.32669969028932,259423.1094,587175.1875
8.34924525372306,3,16,7.29832429710658,259425.1094,587175.1875
7.58655222160662,3,16,7.27056560315943,259427.1094,587175.1875
8.04455654250473,3,16,7.24355036916145,259429.1094,587175.1875
8.8517756824679,3,5,7.67337152788209,259379.1094,587177.1875
9.56684766991316,3,44,7.68783653954304,259381.1094,587177.1875
8.89195031877776,3,44,7.69781690608535,259383.1094,587177.1875
8.71359739417206,3,44,7.70311499141248,259385.1094,587177.1875
8.4806954644287,3,44,7.70381156521549,259387.1094,587177.1875
8.48910862471928,3,44,7.7002299874784,259389.1094,587177.1875
7.95948004089132,3,44,7.69284801776661,259391.1094,587177.1875
7.79131381010497,3,44,7.68220086851391,259393.1094,587177.1875
7.34613538890831,3,44,7.66880861726605,259395.1094,587177.1875
6.84518352697093,3,44,7.65313714585388,259397.1094,587177.1875
6.90598362559578,3,44,7.6355856331036,259399.1094,587177.1875
6.73858237192136,3,44,7.61648946107382,259401.1094,587177.1875
6.15266896337447,3,44,7.59612967157515,259403.1094,587177.1875
6.32225534450734,3,44,7.57474362344888,259405.1094,587177.1875
6.87054462200749,3,44,7.55253400169007,259407.1094,587177.1875
7.47062722462219,3,44,7.52967421192956,259409.1094,587177.1875
7.08736875629401,3,37,7.50630640221676,259411.1094,587177.1875
7.38578315404342,3,37,7.48251703708598,259413.1094,587177.1875
6.75347192328215,3,37,7.45820662086346,259415.1094,587177.1875
6.91350623030295,3,37,7.43244600272696,259417.1094,587177.1875
7.40064404680389,3,37,7.40388798782376,259419.1094,587177.1875
7.70688580282223,3,37,7.37413579503198,259421.1094,587177.1875
7.75999440441965,3,37,7.34438739886983,259423.1094,587177.1875
7.47467179890284,3,37,7.31502105665717,259425.1094,587177.1875
8.34138574353694,3,16,7.28623516547348,259427.1094,587177.1875
8.90733544967825,3,16,7.25818205371631,259429.1094,587177.1875
8.62623663553828,3,5,7.66940827183683,259375.1094,587179.1875
8.64548717919835,3,5,7.69363132874278,259377.1094,587179.1875
8.65292944049876,3,5,7.71424966689406,259379.1094,587179.1875
8.23922992994988,3,5,7.73029668115792,259381.1094,587179.1875
8.84458354196325,3,44,7.74113079673663,259383.1094,587179.1875
8.39781285801104,3,44,7.74646675850739,259385.1094,587179.1875
8.26187174631043,3,44,7.74645119261504,259387.1094,587179.1875
8.43086958095764,3,44,7.74158893212031,259389.1094,587179.1875
7.74843983215368,3,44,7.73257424051179,259391.1094,587179.1875
7.05699289140214,3,44,7.72012846262264,259393.1094,587179.1875
7.6212249037851,3,44,7.70490191924513,259395.1094,587179.1875
6.58225450373872,3,44,7.68743884518221,259397.1094,587179.1875
7.26434125431892,3,44,7.66817994350592,259399.1094,587179.1875
6.64310075521535,3,44,7.64746417246547,259401.1094,587179.1875
6.64853661202847,3,44,7.62554594264254,259403.1094,587179.1875
6.93042416489926,3,44,7.60264405709846,259405.1094,587179.1875
6.95737164508711,3,44,7.5789358988143,259407.1094,587179.1875
7.25095331095092,3,37,7.55455973856935,259409.1094,587179.1875
6.95470043123742,3,37,7.52960346535211,259411.1094,587179.1875
6.92541644929538,3,37,7.50406368921174,259413.1094,587179.1875
7.81216715983957,3,37,7.47774575873652,259415.1094,587179.1875
6.77913279507281,3,37,7.45018207154389,259417.1094,587179.1875
7.6655782760992,3,37,7.42109965727245,259419.1094,587179.1875
7.74229136527961,3,37,7.39103646606419,259421.1094,587179.1875
7.79896062553679,3,37,7.36071261857614,259423.1094,587179.1875
7.84667618695667,3,37,7.33059447725325,259425.1094,587179.1875
7.6671030735084,3,37,7.30096311599243,259427.1094,587179.1875
8.39937949891586,3,37,7.27201620433752,259429.1094,587179.1875
8.23645818781098,3,5,7.67660157367565,259373.1094,587181.1875
8.47630826061452,3,5,7.70599253694399,259375.1094,587181.1875
8.84294898278906,3,5,7.73285364192186,259377.1094,587181.1875
8.60517536574847,3,5,7.7560780466634,259379.1094,587181.1875
8.60443278453374,3,5,7.77417170214494,259381.1094,587181.1875
8.33457054881201,3,5,7.78606892268566,259383.1094,587181.1875
8.303776844029,3,44,7.79133565758568,259385.1094,587181.1875
8.26245443246612,3,44,7.790254532207,259387.1094,587181.1875
8.21181019100196,3,44,7.78365651974501,259389.1094,587181.1875
8.25523389954625,3,44,7.772573633784,259391.1094,587181.1875
8.06161880567893,3,44,7.75796768926556,259393.1094,587181.1875
7.74857692549944,3,44,7.74061893021754,259395.1094,587181.1875
7.24213496442632,3,44,7.72112187526433,259397.1094,587181.1875
6.4931691432633,3,44,7.69992185843183,259399.1094,587181.1875
7.22036582768772,3,44,7.67735603854402,259401.1094,587181.1875
6.88192453698827,3,44,7.65368616221663,259403.1094,587181.1875
7.05953984860424,3,44,7.62912071821837,259405.1094,587181.1875
7.06180590989078,3,44,7.60382693034083,259407.1094,587181.1875
7.53715389501875,3,37,7.57791931026974,259409.1094,587181.1875
7.13142706110407,3,37,7.55138586507196,259411.1094,587181.1875
6.9262359053621,3,37,7.52418981097802,259413.1094,587181.1875
6.60096974757448,3,37,7.49620776686749,259415.1094,587181.1875
6.90880382963357,3,37,7.46726639873321,259417.1094,587181.1875
7.641895865709,3,37,7.4373457764235,259419.1094,587181.1875
7.70837373476437,3,37,7.40673323988487,259421.1094,587181.1875
8.03289324523576,3,37,7.37585380971081,259423.1094,587181.1875
7.25790679636213,3,37,7.34508759752672,259425.1094,587181.1875
8.29199515449248,3,37,7.31472873708868,259427.1094,587181.1875
7.8646223819922,3,37,7.28500069918997,259429.1094,587181.1875
7.92915148607708,3,5,7.64192025723821,259369.1094,587183.1875
8.41693601148828,3,5,7.67636660960259,259371.1094,587183.1875
8.14300133210696,3,5,7.71012865273437,259373.1094,587183.1875
8.1122475699254,3,5,7.74250589203938,259375.1094,587183.1875
8.81207469120424,3,5,7.77250548731915,259377.1094,587183.1875
9.16548907580469,3,5,7.79875800440569,259379.1094,587183.1875
8.52326847153812,3,5,7.81947598565438,259381.1094,587183.1875
8.42482542715458,3,5,7.83270354692778,259383.1094,587183.1875
8.45398194324143,3,44,7.83766584923479,259385.1094,587183.1875
7.90879827604557,3,44,7.83493969638684,259387.1094,587183.1875
8.1567121413767,3,44,7.82597979874053,259389.1094,587183.1875
8.18778046605857,3,44,7.81234555843956,259391.1094,587183.1875
8.40246564524729,3,44,7.79528143096462,259393.1094,587183.1875
7.75680771965251,3,44,7.77566439774529,259395.1094,587183.1875
7.4983709099527,3,44,7.75408969551865,259397.1094,587183.1875
7.08449802955734,3,44,7.73096545083102,259399.1094,587183.1875
7.30018589860823,3,44,7.70658194509775,259401.1094,587183.1875
7.13942744480738,3,44,7.68115578193837,259403.1094,587183.1875
7.07919335392439,3,44,7.65485562848944,259405.1094,587183.1875
7.33013023687383,3,37,7.62781494260492,259407.1094,587183.1875
7.69048967254564,3,37,7.60013498970923,259409.1094,587183.1875
6.97336713877174,3,37,7.57188066834788,259411.1094,587183.1875
6.61626657373335,3,37,7.54307452022976,259413.1094,587183.1875
7.28133629645588,3,37,7.51367928928435,259415.1094,587183.1875
7.41322223160629,3,37,7.48355160571239,259417.1094,587183.1875
8.21571935247915,3,37,7.45273532798529,259419.1094,587183.1875
7.50722276297977,3,37,7.42143556505041,259421.1094,587183.1875
7.6140095707084,3,37,7.38994755384131,259423.1094,587183.1875
7.29709016587453,3,37,7.35855891650181,259425.1094,587183.1875
8.10558678462461,3,37,7.32753698777165,259427.1094,587183.1875
7.82364666174281,3,5,7.59602928085397,259365.1094,587185.1875
7.44955145143996,3,5,7.63230616459848,259367.1094,587185.1875
7.54947755383033,3,5,7.6690032462906,259369.1094,587185.1875
8.47718660292031,3,5,7.70581562749813,259371.1094,587185.1875
8.27470793203475,3,5,7.74232223158101,259373.1094,587185.1875
8.5849717868392,3,5,7.77789860674209,259375.1094,587185.1875
8.23635077303399,3,5,7.81155811502359,259377.1094,587185.1875
8.75495127076679,3,5,7.84169480916744,259379.1094,587185.1875
9.03725988491015,3,5,7.86584685050579,259381.1094,587185.1875
8.04937492098902,3,5,7.88090693060987,259383.1094,587185.1875
7.8781174893781,3,5,7.88510169988687,259385.1094,587185.1875
7.58146204787467,3,44,7.87974592396501,259387.1094,587185.1875
7.57263561458069,3,44,7.86757421035114,259389.1094,587185.1875
7.65328226125192,3,44,7.85090061976102,259391.1094,587185.1875
7.51765667980814,3,44,7.83119137170897,259393.1094,587185.1875
7.63781412921734,3,44,7.80930360501704,259395.1094,587185.1875
7.64268794021415,3,44,7.78574426485121,259397.1094,587185.1875
7.4668195455918,3,44,7.76083003681378,259399.1094,587185.1875
7.42122225520592,3,44,7.73477475003207,259401.1094,587185.1875
7.13705536512949,3,44,7.70773570485807,259403.1094,587185.1875
6.86100473131318,3,44,7.67983744757607,259405.1094,587185.1875
7.89837573602914,3,37,7.6511826570341,259407.1094,587185.1875
7.42570434392525,3,37,7.62185546253949,259409.1094,587185.1875
7.93634358188888,3,37,7.59192132842931,259411.1094,587185.1875
7.46749793186948,3,37,7.5614290632159,259413.1094,587185.1875
7.10492140257846,3,37,7.53042323693785,259415.1094,587185.1875
7.75499211269156,3,37,7.49897342044856,259417.1094,587185.1875
7.57947602867993,3,37,7.46720763574117,259419.1094,587185.1875
8.06168875274853,3,37,7.43517783940644,259421.1094,587185.1875
7.36668763131546,3,37,7.403042524599,259423.1094,587185.1875
7.55890120115907,3,37,7.37103698263533,259425.1094,587185.1875
7.69067990097987,3,37,7.33938926873973,259427.1094,587185.1875
7.72149858439568,3,5,7.54446915258847,259361.1094,587187.1875
8.0346273235156,3,5,7.58062103289026,259363.1094,587187.1875
7.62281100815855,3,5,7.6177237718667,259365.1094,587187.1875
7.47408595413622,3,5,7.65561459945685,259367.1094,587187.1875
8.50949647863566,3,5,7.69411036455037,259369.1094,587187.1875
8.34615199573886,3,5,7.73301609390522,259371.1094,587187.1875
7.53919913130281,3,5,7.7720409075961,259373.1094,587187.1875
8.96503534281806,3,5,7.81074061908176,259375.1094,587187.1875
8.44145822172025,3,5,7.84835305185104,259377.1094,587187.1875
8.16958436921553,3,5,7.88338095986872,259379.1094,587187.1875
8.89735461411273,3,5,7.91265407569192,259381.1094,587187.1875
8.72031985059871,3,5,7.93054848230329,259383.1094,587187.1875
8.6630199548624,3,5,7.93289221285759,259385.1094,587187.1875
8.04204082420955,3,5,7.92317712961124,259387.1094,587187.1875
8.38037039319574,3,44,7.90683558314099,259389.1094,587187.1875
7.97174006980757,3,44,7.886872692904,259391.1094,587187.1875
8.23879747135462,3,44,7.86462954654266,259393.1094,587187.1875
7.46877593510927,3,44,7.84072374987303,259395.1094,587187.1875
6.45800058420904,3,44,7.81546873845658,259397.1094,587187.1875
6.81476973224513,3,44,7.78904492294849,259399.1094,587187.1875
6.98735435141955,3,44,7.76157321547376,259401.1094,587187.1875
6.85403305600688,3,44,7.73314842397353,259403.1094,587187.1875
7.79134919480213,3,37,7.70385445814355,259405.1094,587187.1875
7.82640128449856,3,37,7.67377046930323,259407.1094,587187.1875
6.90286979410785,3,37,7.64297251708175,259409.1094,587187.1875
7.49995052940903,3,37,7.61153416890911,259411.1094,587187.1875
6.83206520225983,3,37,7.5795296542891,259413.1094,587187.1875
6.75460069319728,3,37,7.54704309854768,259415.1094,587187.1875
7.35459449584658,3,37,7.51418445864609,259417.1094,587187.1875
7.24888264349085,3,37,7.48110612610832,259419.1094,587187.1875
7.57600360511981,3,37,7.44800922746746,259421.1094,587187.1875
7.72337957191335,3,37,7.4151285501302,259423.1094,587187.1875
7.55461267074648,3,37,7.38251522275979,259425.1094,587187.1875
8.27812984358441,3,37,7.35027164582585,259427.1094,587187.1875
8.31944488764591,3,7,7.49056014872028,259357.1094,587189.1875
8.3627563070287,3,7,7.52540186244216,259359.1094,587189.1875
8.64973604893533,3,7,7.56153104554755,259361.1094,587189.1875
8.03416595019755,3,5,7.59882684671367,259363.1094,587189.1875
7.62071761267308,3,5,7.63716291067272,259365.1094,587189.1875
8.08987479734413,3,5,7.67640580099438,259367.1094,587189.1875
8.11588808393101,3,5,7.71641219048497,259369.1094,587189.1875
7.65750354007988,3,5,7.75702345013578,259371.1094,587189.1875
6.9877200255031,3,5,7.79805416787416,259373.1094,587189.1875
7.76306042208056,3,5,7.83927466103759,259375.1094,587189.1875
8.00575032606761,3,5,7.88037154246495,259377.1094,587189.1875
8.20054766876251,3,5,7.92059927647891,259379.1094,587189.1875
8.83660376249272,3,5,7.95759605699196,259381.1094,587189.1875
8.44474490108775,3,5,7.98152266638,259383.1094,587189.1875
8.546931816623,3,5,7.97867527480414,259385.1094,587189.1875
7.82978850311315,3,5,7.96206191226795,259387.1094,587189.1875
7.8975073001506,3,44,7.94130136362947,259389.1094,587189.1875
7.9523784990222,3,44,7.91857102484106,259391.1094,587189.1875
7.59160115939529,3,44,7.89444894712494,259393.1094,587189.1875
8.16155111124451,3,44,7.86913091743292,259395.1094,587189.1875
7.39581400244323,3,44,7.84269844971788,259397.1094,587189.1875
7.07901909306285,3,44,7.81519796262249,259399.1094,587189.1875
6.74516886655651,3,44,7.78666981377698,259401.1094,587189.1875
6.79352741060631,3,44,7.75716018263359,259403.1094,587189.1875
7.28257227302406,3,37,7.72672559683757,259405.1094,587189.1875
7.82128808959578,3,37,7.69543377848604,259407.1094,587189.1875
7.343495202698,3,37,7.66336286163442,259409.1094,587189.1875
7.94452923867719,3,37,7.63060080296178,259411.1094,587189.1875
7.6037946865659,3,37,7.59724683685479,259413.1094,587189.1875
7.59871709232273,3,37,7.5634162476134,259415.1094,587189.1875
7.36378335974558,3,37,7.52924784327341,259417.1094,587189.1875
7.52775023960333,3,37,7.49491076052354,259419.1094,587189.1875
7.08146326154386,3,37,7.46060595817474,259421.1094,587189.1875
7.13729921395493,3,37,7.42656016237992,259423.1094,587189.1875
8.28231142248266,3,37,7.39301388696736,259425.1094,587189.1875
7.70641903999102,3,7,7.46979498120439,259355.1094,587191.1875
7.64329315630294,3,7,7.50400475838966,259357.1094,587191.1875
8.41977139863207,3,7,7.53963996661222,259359.1094,587191.1875
7.48432732937564,3,7,7.57658720695349,259361.1094,587191.1875
8.03497278783989,3,5,7.61472978661024,259363.1094,587191.1875
7.65966766751877,3,5,7.6539475853784,259365.1094,587191.1875
7.33690015930894,3,5,7.69411688824003,259367.1094,587191.1875
7.78918896450312,3,5,7.73511020544319,259369.1094,587191.1875
8.30068690509334,3,5,7.77679610087542,259371.1094,587191.1875
7.56285254325362,3,5,7.81903904883303,259373.1094,587191.1875
7.70730168964858,3,5,7.86169934183593,259375.1094,587191.1875
8.40589986744903,3,5,7.90463308000705,259377.1094,587191.1875
8.29463105979829,3,5,7.94769380557023,259379.1094,587191.1875
8.15705759553174,3,5,7.99079367974291,259381.1094,587191.1875
8.16725082217959,3,5,8.16725082217959,259383.1094,587191.1875
7.12998548805816,3,5,8.01260724639275,259385.1094,587191.1875
7.90703351575554,3,5,7.9907906130759,259387.1094,587191.1875
7.98992560577422,3,5,7.9680777248523,259389.1094,587191.1875
6.74843664926751,3,44,7.94439939158344,259391.1094,587191.1875
6.93072089606821,3,44,7.91969408610787,259393.1094,587191.1875
7.9772407486613,3,44,7.89391159936289,259395.1094,587191.1875
7.08448890097896,3,44,7.8670168601193,259397.1094,587191.1875
7.07071369415613,3,44,7.83899347882555,259399.1094,587191.1875
6.40858042349386,3,44,7.80984650474003,259401.1094,587191.1875
6.36032115417725,3,37,7.77960394054191,259403.1094,587191.1875
7.41397174867708,3,37,7.74831677496668,259405.1094,587191.1875
7.93770019870553,3,37,7.7160576613541,259407.1094,587191.1875
